"topic_seed_id","series_id","series_name","entry_id","entry_label","mapped_person_concepts","entry_mapping_status","template_id","scene_focus","primary_need_id","topic_seed","generation_method","review_status"
"ST2-0336","S06","家庭 / 原生家庭系列","S06-E01","父母能帮带娃","PF-B03;PF-F09","mapped","T01","婚后边界","NF-N1-11","「父母能帮带娃」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0337","S06","家庭 / 原生家庭系列","S06-E01","父母能帮带娃","PF-B03;PF-F09","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母能帮带娃」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0338","S06","家庭 / 原生家庭系列","S06-E01","父母能帮带娃","PF-B03;PF-F09","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「父母能帮带娃」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0339","S06","家庭 / 原生家庭系列","S06-E01","父母需要经济支持","PF-D08;PF-F09","mapped","T01","婚后边界","NF-N1-11","「父母需要经济支持」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0340","S06","家庭 / 原生家庭系列","S06-E01","父母需要经济支持","PF-D08;PF-F09","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母需要经济支持」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0341","S06","家庭 / 原生家庭系列","S06-E01","父母需要经济支持","PF-D08;PF-F09","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「父母需要经济支持」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0342","S06","家庭 / 原生家庭系列","S06-E01","父母需要长期照护","PF-D08;PF-F09","mapped","T01","婚后边界","NF-N1-11","「父母需要长期照护」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0343","S06","家庭 / 原生家庭系列","S06-E01","父母需要长期照护","PF-D08;PF-F09","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母需要长期照护」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0344","S06","家庭 / 原生家庭系列","S06-E01","父母需要长期照护","PF-D08;PF-F09","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「父母需要长期照护」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0345","S06","家庭 / 原生家庭系列","S06-E01","家庭经济支持强","PF-A08;PF-B03","mapped","T01","婚后边界","NF-N1-11","「家庭经济支持强」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0346","S06","家庭 / 原生家庭系列","S06-E01","家庭经济支持强","PF-A08;PF-B03","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭经济支持强」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0347","S06","家庭 / 原生家庭系列","S06-E01","家庭经济支持强","PF-A08;PF-B03","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「家庭经济支持强」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0348","S06","家庭 / 原生家庭系列","S06-E01","小家庭边界清楚","PF-G04;PF-D02","mapped","T01","婚后边界","NF-N1-11","「小家庭边界清楚」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0349","S06","家庭 / 原生家庭系列","S06-E01","小家庭边界清楚","PF-G04;PF-D02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「小家庭边界清楚」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0350","S06","家庭 / 原生家庭系列","S06-E01","小家庭边界清楚","PF-G04;PF-D02","mapped","T03","育儿 / 协调","NF-N1-11","有了孩子以后，小家庭边界已经很清楚，还要怎样和父母的帮助、照护重新协调？","series_seed_v0.2","unreviewed"
"ST2-0351","S07","人生目标 / 价值选择系列","S07-E01","事业心强","PF-D01","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「事业心强」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0352","S07","人生目标 / 价值选择系列","S07-E01","事业心强","PF-D01","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「事业心强」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0353","S07","人生目标 / 价值选择系列","S07-E01","事业心强","PF-D01","mapped","T03","方向冲突","NF-N1-12","两个人在「事业心强」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0354","S07","人生目标 / 价值选择系列","S07-E01","求稳","PF-D05","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「求稳」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0355","S07","人生目标 / 价值选择系列","S07-E01","求稳","PF-D05","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「求稳」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0356","S07","人生目标 / 价值选择系列","S07-E01","求稳","PF-D05","mapped","T03","方向冲突","NF-N1-12","两个人在「求稳」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0357","S07","人生目标 / 价值选择系列","S07-E01","追求成长","PF-D03","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「追求成长」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0358","S07","人生目标 / 价值选择系列","S07-E01","追求成长","PF-D03","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「追求成长」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0359","S07","人生目标 / 价值选择系列","S07-E01","追求成长","PF-D03","mapped","T03","方向冲突","NF-N1-12","两个人在「追求成长」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0360","S07","人生目标 / 价值选择系列","S07-E01","重家庭","PF-D02","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「重家庭」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0361","S07","人生目标 / 价值选择系列","S07-E01","重家庭","PF-D02","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「重家庭」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0362","S07","人生目标 / 价值选择系列","S07-E01","重家庭","PF-D02","mapped","T03","方向冲突","NF-N1-12","两个人在「重家庭」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0363","S07","人生目标 / 价值选择系列","S07-E01","重自由","PF-D04","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「重自由」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0364","S07","人生目标 / 价值选择系列","S07-E01","重自由","PF-D04","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「重自由」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0365","S07","人生目标 / 价值选择系列","S07-E01","重自由","PF-D04","mapped","T03","方向冲突","NF-N1-12","两个人在「重自由」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0366","S07","人生目标 / 价值选择系列","S07-E01","想创业","PF-D01;PF-B04","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「想创业」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0367","S07","人生目标 / 价值选择系列","S07-E01","想创业","PF-D01;PF-B04","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「想创业」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0368","S07","人生目标 / 价值选择系列","S07-E01","想创业","PF-D01;PF-B04","mapped","T03","方向冲突","NF-N1-12","两个人在「想创业」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0369","S07","人生目标 / 价值选择系列","S07-E01","想换城市 / 去外地","PF-B01;PF-D04","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「想换城市 / 去外地」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0370","S07","人生目标 / 价值选择系列","S07-E01","想换城市 / 去外地","PF-B01;PF-D04","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「想换城市 / 去外地」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0371","S07","人生目标 / 价值选择系列","S07-E01","想换城市 / 去外地","PF-B01;PF-D04","mapped","T03","方向冲突","NF-N1-12","两个人在「想换城市 / 去外地」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0372","S07","人生目标 / 价值选择系列","S07-E01","要孩子","PF-D06","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「要孩子」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0373","S07","人生目标 / 价值选择系列","S07-E01","要孩子","PF-D06","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「要孩子」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0374","S07","人生目标 / 价值选择系列","S07-E01","要孩子","PF-D06","mapped","T03","方向冲突","NF-N1-12","两个人在「要孩子」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0375","S07","人生目标 / 价值选择系列","S07-E01","不要孩子","PF-D06","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「不要孩子」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0376","S07","人生目标 / 价值选择系列","S07-E01","不要孩子","PF-D06","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「不要孩子」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0377","S07","人生目标 / 价值选择系列","S07-E01","不要孩子","PF-D06","mapped","T03","方向冲突","NF-N1-12","两个人在「不要孩子」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0378","S07","人生目标 / 价值选择系列","S07-E01","想早婚 / 晚婚","PF-D06","needs_resolution","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「想早婚 / 晚婚」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0379","S07","人生目标 / 价值选择系列","S07-E01","想早婚 / 晚婚","PF-D06","needs_resolution","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「想早婚 / 晚婚」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0380","S07","人生目标 / 价值选择系列","S07-E01","想早婚 / 晚婚","PF-D06","needs_resolution","T03","方向冲突","NF-N1-12","两个人在「想早婚 / 晚婚」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0381","S07","人生目标 / 价值选择系列","S07-E01","重物质安全","PF-D05;PF-A06","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「重物质安全」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0382","S07","人生目标 / 价值选择系列","S07-E01","重物质安全","PF-D05;PF-A06","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「重物质安全」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0383","S07","人生目标 / 价值选择系列","S07-E01","重物质安全","PF-D05;PF-A06","mapped","T03","方向冲突","NF-N1-12","两个人在「重物质安全」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0384","S07","人生目标 / 价值选择系列","S07-E01","重体验","PF-F07;PF-D04","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「重体验」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0385","S07","人生目标 / 价值选择系列","S07-E01","重体验","PF-F07;PF-D04","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「重体验」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0386","S07","人生目标 / 价值选择系列","S07-E01","重体验","PF-F07;PF-D04","mapped","T03","方向冲突","NF-N1-12","两个人在「重体验」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0387","S07","人生目标 / 价值选择系列","S07-E01","重忠诚","PF-D07","mapped","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「重忠诚」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0388","S07","人生目标 / 价值选择系列","S07-E01","重忠诚","PF-D07","mapped","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「重忠诚」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0389","S07","人生目标 / 价值选择系列","S07-E01","重忠诚","PF-D07","mapped","T03","方向冲突","NF-N1-12","两个人在「重忠诚」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0390","S07","人生目标 / 价值选择系列","S07-E01","成功定义强 / 目标明确","PF-D01;PF-D03","needs_resolution","T01","口号 vs 行动","NF-N1-12","刚恋爱时，怎么判断「成功定义强 / 目标明确」只是说法，还是他真的会这样选择？","series_seed_v0.2","unreviewed"
"ST2-0391","S07","人生目标 / 价值选择系列","S07-E01","成功定义强 / 目标明确","PF-D01;PF-D03","needs_resolution","T02","重大选择","NF-N1-12","买房、换城市、事业机会出现时，「成功定义强 / 目标明确」会让两个人怎么取舍？","series_seed_v0.2","unreviewed"
"ST2-0392","S07","人生目标 / 价值选择系列","S07-E01","成功定义强 / 目标明确","PF-D01;PF-D03","needs_resolution","T03","方向冲突","NF-N1-12","两个人在「成功定义强 / 目标明确」上不一样时，哪些差异能协调，哪些可能根本不是技巧问题？","series_seed_v0.2","unreviewed"
"ST2-0393","S08","能力 / 成熟度系列","S08-E01","赚钱能力强","PF-E01","mapped","T01","日常验证","NF-N1-07","“赚钱能力强”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0394","S08","能力 / 成熟度系列","S08-E01","赚钱能力强","PF-E01","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“赚钱能力强”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0395","S08","能力 / 成熟度系列","S08-E01","赚钱能力强","PF-E01","mapped","T03","持续验证","NF-N1-03","一个人说自己「赚钱能力强」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0396","S08","能力 / 成熟度系列","S08-E01","会做决定","PF-E02","mapped","T01","日常验证","NF-N1-07","“会做决定”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0397","S08","能力 / 成熟度系列","S08-E01","会做决定","PF-E02","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“会做决定”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0398","S08","能力 / 成熟度系列","S08-E01","会做决定","PF-E02","mapped","T03","持续验证","NF-N1-03","一个人说自己「会做决定」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0399","S08","能力 / 成熟度系列","S08-E01","逻辑强","PF-E02","mapped","T01","日常验证","NF-N1-07","“逻辑强”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0400","S08","能力 / 成熟度系列","S08-E01","逻辑强","PF-E02","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“逻辑强”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0401","S08","能力 / 成熟度系列","S08-E01","逻辑强","PF-E02","mapped","T03","持续验证","NF-N1-03","一个人说自己「逻辑强」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0402","S08","能力 / 成熟度系列","S08-E01","情绪调节好","PF-E03","mapped","T01","日常验证","NF-N1-07","“情绪调节好”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0403","S08","能力 / 成熟度系列","S08-E01","情绪调节好","PF-E03","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“情绪调节好”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0404","S08","能力 / 成熟度系列","S08-E01","情绪调节好","PF-E03","mapped","T03","持续验证","NF-N1-03","一个人说自己「情绪调节好」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0405","S08","能力 / 成熟度系列","S08-E01","会沟通","PF-E04","mapped","T01","日常验证","NF-N1-07","“会沟通”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0406","S08","能力 / 成熟度系列","S08-E01","会沟通","PF-E04","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“会沟通”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0407","S08","能力 / 成熟度系列","S08-E01","会沟通","PF-E04","mapped","T03","持续验证","NF-N1-03","一个人说自己「会沟通」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0408","S08","能力 / 成熟度系列","S08-E01","会共情","PF-E04","mapped","T01","日常验证","NF-N1-07","“会共情”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0409","S08","能力 / 成熟度系列","S08-E01","会共情","PF-E04","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“会共情”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0410","S08","能力 / 成熟度系列","S08-E01","会共情","PF-E04","mapped","T03","持续验证","NF-N1-03","一个人说自己「会共情」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0411","S08","能力 / 成熟度系列","S08-E01","生活管理能力强","PF-E05","mapped","T01","日常验证","NF-N1-07","“生活管理能力强”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0412","S08","能力 / 成熟度系列","S08-E01","生活管理能力强","PF-E05","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“生活管理能力强”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0413","S08","能力 / 成熟度系列","S08-E01","生活管理能力强","PF-E05","mapped","T03","持续验证","NF-N1-03","一个人说自己「生活管理能力强」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0414","S08","能力 / 成熟度系列","S08-E01","会做饭 / 会做家务","PF-E05","mapped","T01","日常验证","NF-N1-07","“会做饭 / 会做家务”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0415","S08","能力 / 成熟度系列","S08-E01","会做饭 / 会做家务","PF-E05","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“会做饭 / 会做家务”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0416","S08","能力 / 成熟度系列","S08-E01","会做饭 / 会做家务","PF-E05","mapped","T03","持续验证","NF-N1-03","一个人说自己「会做饭 / 会做家务」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0417","S08","能力 / 成熟度系列","S08-E01","会反思 / 能改","PF-E06","mapped","T01","日常验证","NF-N1-07","“会反思 / 能改”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0418","S08","能力 / 成熟度系列","S08-E01","会反思 / 能改","PF-E06","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“会反思 / 能改”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0419","S08","能力 / 成熟度系列","S08-E01","会反思 / 能改","PF-E06","mapped","T03","持续验证","NF-N1-03","一个人说自己「会反思 / 能改」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0420","S08","能力 / 成熟度系列","S08-E01","抗压力","PF-E03;PF-G07","needs_resolution","T01","日常验证","NF-N1-07","“抗压力”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0421","S08","能力 / 成熟度系列","S08-E01","抗压力","PF-E03;PF-G07","needs_resolution","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“抗压力”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0422","S08","能力 / 成熟度系列","S08-E01","抗压力","PF-E03;PF-G07","needs_resolution","T03","持续验证","NF-N1-03","一个人说自己「抗压力」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0423","S08","能力 / 成熟度系列","S08-E01","会解决问题","PF-E02","mapped","T01","日常验证","NF-N1-07","“会解决问题”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0424","S08","能力 / 成熟度系列","S08-E01","会解决问题","PF-E02","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“会解决问题”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0425","S08","能力 / 成熟度系列","S08-E01","会解决问题","PF-E02","mapped","T03","持续验证","NF-N1-03","一个人说自己「会解决问题」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0426","S08","能力 / 成熟度系列","S08-E01","能长期承担责任","PF-G02;PF-G03","mapped","T01","日常验证","NF-N1-07","“能长期承担责任”不用等大事：在普通生活里可以从哪些小事看出来？","series_seed_v0.2","unreviewed"
"ST2-0427","S08","能力 / 成熟度系列","S08-E01","能长期承担责任","PF-G02;PF-G03","mapped","T02","压力验证","NF-N1-05","压力和危机真的来了以后，“能长期承担责任”还能不能成立？","series_seed_v0.2","unreviewed"
"ST2-0428","S08","能力 / 成熟度系列","S08-E01","能长期承担责任","PF-G02;PF-G03","mapped","T03","持续验证","NF-N1-03","一个人说自己「能长期承担责任」，和长期真的做到之间，要看什么证据？","series_seed_v0.2","unreviewed"
"ST2-0429","S09","外貌 / 身体 / 吸引系列","S09-E01","长得好看","PF-A01","mapped","T01","吸引形状","NF-N1-01","「长得好看」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0430","S09","外貌 / 身体 / 吸引系列","S09-E01","长得好看","PF-A01","mapped","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「长得好看」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0431","S09","外貌 / 身体 / 吸引系列","S09-E01","长得好看","PF-A01","mapped","T03","个体差异","NF-N1-01","为什么同一个「长得好看」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0432","S09","外貌 / 身体 / 吸引系列","S09-E01","看着顺眼","PF-A01","mapped","T01","吸引形状","NF-N1-01","「看着顺眼」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0433","S09","外貌 / 身体 / 吸引系列","S09-E01","看着顺眼","PF-A01","mapped","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「看着顺眼」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0434","S09","外貌 / 身体 / 吸引系列","S09-E01","看着顺眼","PF-A01","mapped","T03","个体差异","NF-N1-01","为什么同一个「看着顺眼」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0435","S09","外貌 / 身体 / 吸引系列","S09-E01","身高","PF-A02","mapped","T01","吸引形状","NF-N1-01","「身高」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0436","S09","外貌 / 身体 / 吸引系列","S09-E01","身高","PF-A02","mapped","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「身高」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0437","S09","外貌 / 身体 / 吸引系列","S09-E01","身高","PF-A02","mapped","T03","个体差异","NF-N1-01","为什么同一个「身高」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0438","S09","外貌 / 身体 / 吸引系列","S09-E01","身材","PF-A02","mapped","T01","吸引形状","NF-N1-01","「身材」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0439","S09","外貌 / 身体 / 吸引系列","S09-E01","身材","PF-A02","mapped","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「身材」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0440","S09","外貌 / 身体 / 吸引系列","S09-E01","身材","PF-A02","mapped","T03","个体差异","NF-N1-01","为什么同一个「身材」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0441","S09","外貌 / 身体 / 吸引系列","S09-E01","健身身材","PF-A02;PF-F05","mapped","T01","吸引形状","NF-N1-01","「健身身材」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0442","S09","外貌 / 身体 / 吸引系列","S09-E01","健身身材","PF-A02;PF-F05","mapped","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「健身身材」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0443","S09","外貌 / 身体 / 吸引系列","S09-E01","健身身材","PF-A02;PF-F05","mapped","T03","个体差异","NF-N1-01","为什么同一个「健身身材」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0444","S09","外貌 / 身体 / 吸引系列","S09-E01","穿搭 / 精致","PF-A01;PF-F07","editorial_seed","T01","吸引形状","NF-N1-01","「穿搭 / 精致」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0445","S09","外貌 / 身体 / 吸引系列","S09-E01","穿搭 / 精致","PF-A01;PF-F07","editorial_seed","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「穿搭 / 精致」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0446","S09","外貌 / 身体 / 吸引系列","S09-E01","穿搭 / 精致","PF-A01;PF-F07","editorial_seed","T03","个体差异","NF-N1-01","为什么同一个「穿搭 / 精致」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0447","S09","外貌 / 身体 / 吸引系列","S09-E01","年龄感","PF-A03;PF-A01","needs_resolution","T01","吸引形状","NF-N1-01","「年龄感」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
"ST2-0448","S09","外貌 / 身体 / 吸引系列","S09-E01","年龄感","PF-A03;PF-A01","needs_resolution","T02","时间 / 身体变化","NF-N1-10","同居、生育、年龄和身体状态变化以后，「年龄感」对吸引的意义会不会变？","series_seed_v0.2","unreviewed"
"ST2-0449","S09","外貌 / 身体 / 吸引系列","S09-E01","年龄感","PF-A03;PF-A01","needs_resolution","T03","个体差异","NF-N1-01","为什么同一个「年龄感」标签，对不同人可能完全不是一回事？","series_seed_v0.2","unreviewed"
"ST2-0450","S09","外貌 / 身体 / 吸引系列","S09-E01","生理吸引","PF-A01","mapped","T01","吸引形状","NF-N1-01","「生理吸引」对你来说是硬门槛、加分项，还是相处后会变化的东西？","series_seed_v0.2","unreviewed"
